payment_installments,payment_type,customer_state,freight_value,price
6,credit_card,SP,20.26,110.0
3,credit_card,MA,35.74,277.0
1,boleto,SP,7.78,13.5
1,credit_card,MA,22.85,29.3
1,credit_card,MA,22.85,29.3
10,credit_card,DF,73.76,649.0
4,credit_card,SP,20.81,116.99
4,credit_card,SP,20.81,116.99
4,credit_card,SP,20.81,116.99
4,credit_card,SP,20.81,116.99
4,credit_card,SP,20.81,116.99
4,credit_card,SP,20.81,116.99
1,credit_card,PI,24.84,24.9
1,credit_card,RJ,24.97,299.99
1,voucher,RJ,24.97,299.99
1,boleto,SP,12.43,49.9
10,credit_card,MG,14.21,297.0
10,credit_card,MG,14.21,297.0
2,credit_card,SP,16.11,24.2
1,credit_card,PE,24.84,34.99
1,boleto,SP,8.37,89.0
1,boleto,MG,16.52,78.0
6,credit_card,SP,12.31,115.5
1,credit_card,SP,11.2,24.99
1,boleto,RJ,14.1,29.99
2,credit_card,SP,13.44,49.0
2,credit_card,SP,13.44,49.0
1,credit_card,SP,18.19,134.0
1,credit_card,SP,18.19,134.0
10,credit_card,RJ,39.76,889.2
2,credit_card,MG,13.41,55.9
1,voucher,MG,13.41,55.9
1,credit_card,RJ,16.11,49.0
1,credit_card,RJ,16.11,49.0
1,credit_card,SP,8.29,30.49
3,credit_card,SP,13.0,79.99
3,credit_card,SP,13.0,79.99
8,credit_card,MG,17.69,62.9
10,credit_card,SP,19.32,229.04
2,credit_card,SP,12.13,29.0
2,credit_card,SP,12.13,29.0
2,credit_card,SP,12.13,29.0
1,credit_card,SP,12.79,31.25
1,credit_card,SP,12.79,31.25
1,boleto,DF,14.1,25.9
4,credit_card,SP,12.69,49.9
4,credit_card,SP,12.69,49.9
8,credit_card,RJ,17.19,348.8
1,boleto,SP,12.79,19.99
1,boleto,SP,11.15,58.99
3,credit_card,SP,10.96,24.9
3,credit_card,PB,21.71,129.99
1,credit_card,RN,34.67,143.8
2,credit_card,SP,14.33,79.99
4,credit_card,SP,14.16,229.99
1,credit_card,MG,22.93,45.0
10,credit_card,SP,69.72,1499.0
10,credit_card,SP,69.72,1499.0
1,boleto,MG,16.79,42.9
1,credit_card,SP,15.16,56.89
1,credit_card,SP,15.16,56.89
1,credit_card,SP,15.16,56.89
1,boleto,SP,26.9,49.0
1,boleto,SP,26.9,49.0
2,credit_card,SP,14.7,135.0
3,credit_card,SP,11.93,189.0
3,credit_card,SP,13.51,69.9
4,credit_card,PE,47.53,143.0
2,credit_card,SP,17.63,54.16
4,credit_card,SC,14.52,27.0
2,credit_card,SP,15.1,19.99
1,credit_card,PB,16.21,64.9
3,credit_card,SP,7.78,29.0
3,credit_card,SP,7.78,29.0
4,credit_card,SP,20.59,689.89
1,credit_card,MG,16.25,69.9
10,credit_card,SP,62.28,274.9
1,credit_card,SP,7.39,11.87
3,credit_card,RJ,14.1,39.9
3,credit_card,RJ,14.1,39.9
1,credit_card,RJ,12.49,69.9
3,credit_card,RJ,15.1,49.0
1,boleto,SP,15.67,132.0
3,credit_card,RS,35.15,229.99
5,credit_card,MG,21.15,28.9
1,credit_card,ES,15.1,29.7
2,credit_card,PE,24.52,319.99
1,credit_card,SP,7.46,27.89
1,credit_card,SP,7.46,27.89
1,credit_card,MG,15.31,79.0
2,credit_card,RJ,8.85,129.99
2,credit_card,SC,39.87,179.9
1,boleto,DF,63.19,129.9
1,boleto,PE,42.38,21.8
1,boleto,PB,24.84,4.9
1,boleto,RS,45.29,118.99
1,boleto,RS,45.29,118.99
1,boleto,RS,45.29,118.99
8,credit_card,RJ,14.28,75.0
3,credit_card,BA,17.29,51.89
3,credit_card,MG,11.27,94.9
10,credit_card,PR,13.35,109.9
3,credit_card,SP,14.03,96.0
1,boleto,SP,9.01,117.0
1,credit_card,RJ,23.36,79.9
1,credit_card,SP,7.92,105.3
1,credit_card,GO,15.32,63.0
1,credit_card,RS,16.06,52.0
1,voucher,RS,16.06,52.0
1,boleto,MA,35.88,79.9
1,debit_card,SP,17.6,98.0
1,credit_card,RJ,25.63,19.9
1,boleto,AL,25.85,194.5
5,credit_card,BA,18.82,198.9
3,credit_card,RJ,16.31,79.0
1,credit_card,MG,17.67,59.99
1,credit_card,RJ,18.45,49.99
2,credit_card,SP,16.97,117.3
5,credit_card,RJ,18.33,199.9
1,boleto,MT,28.5,220.7
1,credit_card,MG,15.1,47.9
6,credit_card,PA,17.66,54.9
1,boleto,RJ,15.23,38.0
1,credit_card,BA,22.11,53.0
1,credit_card,BA,22.11,63.0
3,credit_card,PR,10.29,153.33
2,credit_card,SP,18.94,119.99
2,credit_card,SP,17.0,383.5
1,credit_card,SP,12.79,39.0
2,credit_card,SP,23.64,119.9
1,boleto,RS,15.63,74.99
8,credit_card,MG,45.41,77.74
1,boleto,SP,16.53,47.9
4,credit_card,SC,15.44,48.1
4,credit_card,SC,15.44,28.6
4,credit_card,SC,15.43,33.6
1,boleto,RS,18.38,70.9
1,boleto,RS,18.38,70.9
4,credit_card,BA,41.4,189.9
8,credit_card,MG,18.32,63.0
2,credit_card,CE,26.79,40.5
3,credit_card,SC,29.92,125.9
1,boleto,SP,17.26,49.9
1,boleto,SP,17.26,49.9
1,boleto,SP,17.26,49.9
1,boleto,SP,17.26,49.9
1,credit_card,RJ,18.29,59.0
1,boleto,PR,15.79,39.9
1,credit_card,RS,17.67,59.9
1,credit_card,PR,15.1,22.9
4,credit_card,SP,16.04,128.9
1,credit_card,BA,16.79,21.99
1,credit_card,RS,18.23,21.0
5,credit_card,RS,17.88,89.9
9,credit_card,MG,13.58,80.0
1,boleto,BA,16.06,89.0
8,credit_card,SP,16.82,89.9
1,credit_card,SP,7.39,59.9
3,credit_card,RJ,16.11,194.9
1,credit_card,SP,18.94,120.0
2,credit_card,GO,17.67,59.9
2,credit_card,GO,17.67,59.9
2,credit_card,GO,17.67,59.9
10,credit_card,MG,14.75,233.0
4,credit_card,RJ,22.88,79.99
4,credit_card,RJ,22.88,79.99
20,credit_card,PR,22.59,299.99
1,credit_card,SP,11.89,56.0
1,credit_card,SP,8.31,149.9
10,credit_card,PR,18.3,149.9
1,credit_card,SP,8.29,30.49
8,credit_card,CE,63.06,399.0
8,credit_card,MG,14.27,330.0
1,boleto,MG,15.8,150.0
5,credit_card,SP,13.46,53.9
2,credit_card,SC,13.16,129.9
1,boleto,SP,9.23,124.9
1,boleto,PR,18.23,39.9
1,boleto,RS,16.77,74.99
1,boleto,MG,42.71,81.0
1,voucher,PI,35.94,89.0
1,credit_card,PI,35.94,89.0
1,boleto,SP,11.85,19.99
1,credit_card,SP,12.34,120.0
2,credit_card,DF,14.1,44.99
2,credit_card,PR,16.11,45.9
1,credit_card,SP,23.02,419.9
2,credit_card,ES,15.1,40.9
1,debit_card,PB,65.35,2090.0
1,boleto,SP,18.28,25.06
1,boleto,RJ,16.89,65.0
3,credit_card,MG,19.32,50.0
1,boleto,SP,11.73,62.99
1,credit_card,BA,16.92,39.9
1,boleto,SP,17.4,865.89
1,boleto,SP,12.69,46.99
1,credit_card,MG,15.37,38.5
1,voucher,MG,15.37,38.5
1,voucher,MG,15.37,38.5
1,voucher,MG,15.37,38.5
1,voucher,MG,15.37,38.5
1,boleto,SP,8.37,29.99
1,credit_card,SC,19.54,49.9
5,credit_card,RJ,25.01,169.9
1,credit_card,MG,15.23,16.99
10,credit_card,SP,16.41,110.99
1,boleto,SP,16.54,399.0
1,credit_card,SP,24.48,239.9
3,credit_card,PR,18.23,12.5
3,credit_card,SP,18.4,85.39
10,credit_card,RJ,61.12,1769.0
8,credit_card,SP,15.21,299.0
1,voucher,SP,10.29,86.9
1,credit_card,SP,10.29,86.9
6,credit_card,SP,12.79,28.99
6,credit_card,SP,12.79,19.9
3,credit_card,SP,7.88,144.9
1,credit_card,SP,11.85,27.99
1,boleto,PR,15.1,20.3
1,debit_card,SP,16.54,49.9
1,credit_card,MG,22.38,95.0
4,credit_card,ES,16.33,89.99
1,boleto,SC,18.25,53.49
1,credit_card,SP,7.78,29.9
1,credit_card,RJ,16.02,256.0
9,credit_card,SP,16.19,79.9
4,credit_card,MG,23.74,138.0
4,credit_card,MG,15.77,95.0
1,voucher,SP,15.1,29.9
1,boleto,RJ,15.1,39.99
5,credit_card,ES,22.96,179.0
3,credit_card,RJ,7.94,55.0
10,credit_card,SP,99.4,1999.0
2,credit_card,SP,13.86,120.0
4,credit_card,SP,20.03,119.9
10,credit_card,SP,19.82,230.0
1,credit_card,SP,12.79,22.97
1,voucher,SP,24.86,79.0
1,credit_card,SP,11.85,48.9
1,credit_card,SP,8.78,59.0
1,credit_card,SP,8.78,59.0
1,credit_card,SP,8.78,59.0
1,credit_card,SP,8.78,59.0
6,credit_card,RJ,45.09,89.99
9,credit_card,MT,22.46,75.0
1,boleto,RJ,19.56,53.0
3,credit_card,MG,18.23,15.9
1,boleto,RJ,17.63,53.9
6,credit_card,BA,28.87,485.0
6,credit_card,BA,21.65,269.0
1,boleto,MG,14.39,94.9
1,boleto,MG,14.39,94.9
1,credit_card,SP,8.97,175.0
10,credit_card,SP,18.14,205.0
1,credit_card,RJ,18.3,27.99
1,voucher,RJ,18.3,27.99
4,credit_card,SP,12.79,29.99
1,boleto,SP,7.15,175.9
1,boleto,SP,14.15,175.91
1,credit_card,SP,8.29,17.0
1,credit_card,SP,7.47,29.99
4,credit_card,SP,13.58,79.9
4,credit_card,SP,13.58,79.9
1,credit_card,SP,8.88,24.2
8,credit_card,SP,34.64,195.9
1,credit_card,MG,21.78,99.9
10,credit_card,RJ,18.21,89.99
5,credit_card,SP,7.78,44.99
5,credit_card,RJ,16.98,219.9
2,credit_card,SP,7.51,35.0
4,credit_card,MG,15.5,57.0
1,credit_card,PR,15.47,85.0
10,credit_card,MA,28.28,205.0
5,credit_card,MG,18.4,42.9
1,credit_card,RS,19.65,65.9
1,boleto,GO,19.21,72.9
8,credit_card,PR,30.87,1700.0
5,credit_card,PE,35.24,89.0
1,credit_card,BA,19.87,168.49
3,credit_card,RJ,18.16,129.9
1,debit_card,PA,17.63,29.0
1,credit_card,SP,17.62,69.9
1,credit_card,SP,12.92,169.99
2,credit_card,SP,10.96,11.99
10,credit_card,SP,15.52,109.99
1,credit_card,SP,11.85,23.99
2,credit_card,SP,13.37,113.0
2,credit_card,SP,13.37,113.0
5,credit_card,RJ,21.88,229.0
1,credit_card,SP,8.88,17.37
1,credit_card,SP,8.88,17.37
3,credit_card,MG,25.4,79.9
1,credit_card,RJ,67.26,349.9
1,credit_card,RS,15.56,115.0
1,boleto,SP,12.13,89.9
1,boleto,SP,11.85,39.99
10,credit_card,SP,68.13,719.99
1,voucher,SP,8.03,110.32
4,credit_card,BA,15.93,69.9
1,credit_card,SP,12.24,145.0
1,boleto,MG,18.72,120.0
2,credit_card,SP,18.95,153.4
1,boleto,SP,13.47,49.38
1,boleto,MT,16.79,12.9
1,boleto,SP,15.65,224.0
1,voucher,SP,12.87,29.9
2,credit_card,RS,15.23,29.3
2,credit_card,RS,15.23,29.3
1,credit_card,MG,16.79,18.9
1,boleto,DF,16.05,26.0
1,boleto,DF,16.05,26.0
6,credit_card,MG,27.38,779.0
10,credit_card,MG,17.08,189.0
8,credit_card,SP,7.39,34.97
8,credit_card,SP,7.39,34.97
8,credit_card,PR,18.9,145.9
1,boleto,RS,84.63,122.99
1,boleto,SP,11.24,89.9
2,credit_card,RJ,28.89,99.99
3,credit_card,SP,8.09,118.99
4,credit_card,SP,9.27,69.9
1,boleto,DF,19.65,66.0
1,boleto,SP,12.13,89.9
6,credit_card,SP,13.41,119.0
1,credit_card,RJ,17.25,45.0
3,credit_card,SP,8.58,189.0
2,credit_card,RS,14.49,58.9
3,credit_card,RN,43.34,133.0
1,boleto,SC,18.23,16.4
3,credit_card,SP,8.27,29.99
1,credit_card,SP,19.69,64.9
8,credit_card,SP,9.34,224.5
1,boleto,SP,7.39,49.8
1,boleto,PE,28.82,59.9
1,credit_card,ES,12.08,10.99
1,credit_card,ES,16.11,9.99
1,boleto,PB,24.84,20.9
2,credit_card,SP,21.47,139.9
4,credit_card,RJ,19.04,22.9
3,credit_card,RJ,17.65,56.99
1,credit_card,RJ,14.1,34.9
5,credit_card,SP,9.58,109.9
1,boleto,PA,30.53,160.0
1,boleto,DF,15.35,84.99
1,boleto,SP,7.78,39.9
3,credit_card,SP,11.85,49.9
2,credit_card,SP,11.73,9.99
5,credit_card,SP,16.13,119.0
1,boleto,DF,12.26,79.0
1,voucher,RJ,15.1,19.9
1,voucher,RJ,15.1,19.9
1,voucher,RJ,15.1,19.9
10,credit_card,PR,15.82,153.0
6,credit_card,SC,22.95,735.0
1,credit_card,SP,7.39,14.99
1,credit_card,RJ,16.31,77.99
1,boleto,RJ,18.23,32.0
1,credit_card,MG,52.37,549.1
1,credit_card,MS,14.23,69.0
1,voucher,MS,14.23,69.0
1,voucher,MS,14.23,69.0
2,credit_card,SP,9.41,84.99
2,credit_card,SP,9.41,84.99
2,credit_card,SP,14.25,92.1
1,boleto,SP,35.93,49.0
2,credit_card,RJ,14.1,9.99
2,credit_card,MG,11.62,35.9
3,credit_card,RS,88.33,249.0
5,credit_card,BA,28.89,69.9
3,credit_card,RJ,27.49,166.99
10,credit_card,RJ,17.45,144.41
8,credit_card,SP,13.5,69.0
3,credit_card,RJ,15.38,89.49
1,credit_card,SP,8.91,106.9
5,credit_card,SP,14.52,214.0
4,credit_card,SP,21.58,219.0
6,credit_card,SP,13.11,95.0
6,credit_card,SP,13.11,95.0
2,credit_card,SP,16.92,418.0
1,credit_card,SP,8.82,29.0
5,credit_card,RS,27.42,368.9
1,voucher,SP,24.35,139.0
3,credit_card,MG,12.48,19.9
8,credit_card,RS,18.74,122.9
8,credit_card,RS,18.74,122.9
1,credit_card,RS,14.1,23.7
1,credit_card,SP,12.79,32.98
4,credit_card,RS,17.12,289.0
1,boleto,BA,20.4,23.9
1,credit_card,SP,7.6,49.0
1,credit_card,SC,18.23,25.9
2,credit_card,PR,15.15,56.99
1,boleto,BA,17.92,49.9
3,credit_card,RJ,23.63,149.9
1,credit_card,SP,8.62,65.5
2,credit_card,RJ,17.74,69.9
7,credit_card,RN,73.09,411.0
1,credit_card,MG,14.52,19.99
1,credit_card,GO,14.1,19.99
1,credit_card,RJ,24.34,220.0
5,credit_card,SP,13.72,199.0
5,credit_card,SP,13.74,199.0
4,credit_card,RS,15.26,54.9
10,credit_card,SP,17.92,858.9
1,credit_card,SP,11.85,48.89
3,credit_card,SC,16.95,15.12
4,credit_card,MG,17.21,104.9
1,boleto,RS,16.21,64.9
5,credit_card,MG,18.89,145.0
1,credit_card,SP,15.1,11.9
5,credit_card,ES,7.03,109.9
8,credit_card,ES,7.03,109.9
5,credit_card,ES,87.83,109.9
8,credit_card,ES,87.83,109.9
8,credit_card,PR,19.22,159.9
8,credit_card,PR,19.22,159.9
1,credit_card,RJ,15.25,69.9
3,credit_card,SC,20.84,34.9
3,credit_card,SC,20.84,34.9
1,credit_card,SP,9.01,36.9
2,credit_card,SC,17.67,59.9
1,debit_card,RS,19.01,129.97
1,boleto,RN,21.15,14.46
1,debit_card,SP,8.85,99.0
1,credit_card,SP,23.6,113.89
2,credit_card,SP,14.72,59.0
2,credit_card,SP,11.85,43.9
1,credit_card,SP,11.15,26.18
5,credit_card,SP,11.85,45.0
1,credit_card,RJ,16.96,74.9
1,credit_card,MG,18.37,81.0
1,boleto,PR,16.43,240.0
8,credit_card,RJ,40.22,699.5
4,credit_card,BA,18.8,80.0
1,credit_card,SP,8.72,42.99
1,boleto,BA,22.06,27.5
1,boleto,RJ,32.11,1610.0
2,credit_card,RJ,23.62,149.0
4,credit_card,RJ,13.67,29.99
1,boleto,MG,12.48,31.9
1,boleto,MA,18.52,142.99
6,credit_card,AM,26.89,343.4
1,credit_card,SP,14.22,125.0
1,credit_card,SP,13.85,69.9
1,credit_card,RJ,65.16,287.0
1,debit_card,MG,18.32,74.8
1,boleto,PE,12.6,5.99
6,credit_card,DF,18.3,59.9
1,boleto,MG,22.39,65.9
1,debit_card,SP,5.92,38.5
1,debit_card,SP,6.77,47.0
5,credit_card,RS,15.35,84.99
1,credit_card,AM,26.96,99.9
1,boleto,SP,11.85,49.9
1,credit_card,PR,19.35,54.9
1,boleto,SP,19.92,259.99
6,credit_card,SP,10.47,325.0
8,credit_card,SE,28.59,1300.0
10,credit_card,PR,16.02,325.0
1,boleto,SP,8.72,37.9
1,boleto,SP,11.85,29.0
2,credit_card,SP,12.65,74.9
1,credit_card,SP,7.46,27.9
1,credit_card,RJ,17.74,69.9
1,credit_card,SP,10.88,144.9
5,credit_card,SP,11.24,89.9
4,credit_card,MT,18.13,79.99
1,credit_card,SP,12.79,45.9
2,credit_card,DF,17.27,119.99
1,boleto,SP,13.44,59.9
3,credit_card,MG,19.36,179.9
3,credit_card,MG,19.36,179.9
2,credit_card,SP,10.96,49.9
1,credit_card,MG,16.39,90.0
2,credit_card,SP,7.15,175.9
2,credit_card,SP,14.15,175.91
2,credit_card,ES,16.5,249.9
1,credit_card,SP,16.45,99.0
4,credit_card,RJ,15.11,29.9
1,boleto,MG,18.23,14.49
4,credit_card,RJ,17.1,93.9
1,voucher,RJ,17.1,93.9
9,credit_card,SP,16.02,129.99
5,credit_card,RJ,21.0,215.0
1,debit_card,SP,8.65,69.99
1,boleto,SP,12.98,45.0
4,credit_card,RJ,18.86,229.99
1,credit_card,PR,18.22,495.0
1,boleto,SP,12.79,29.99
1,boleto,RJ,9.26,46.9
4,credit_card,RJ,18.28,219.9
1,credit_card,SP,14.5,109.9
5,credit_card,SP,11.83,89.9
3,credit_card,SP,8.72,28.0
2,credit_card,SP,9.06,44.49
8,credit_card,BA,23.49,79.9
10,credit_card,RJ,19.63,148.0
10,credit_card,SP,34.25,1250.0
2,credit_card,RS,15.61,122.99
1,credit_card,RJ,17.67,59.9
1,credit_card,SP,7.78,45.9
1,credit_card,SP,7.78,45.9
1,credit_card,SP,7.78,45.9
1,credit_card,RJ,30.68,119.99
2,credit_card,GO,28.59,99.99
2,credit_card,GO,4.45,39.9
1,boleto,SP,13.44,59.9
1,boleto,SP,13.44,59.9
1,boleto,SP,13.44,59.9
1,credit_card,SP,18.46,53.9
10,credit_card,RJ,18.86,139.99
2,credit_card,RJ,15.1,27.4
1,credit_card,SP,14.86,109.99
1,boleto,SP,29.47,28.89
1,boleto,SP,7.75,118.8
3,credit_card,RJ,27.27,170.0
1,boleto,SP,12.55,150.0
2,credit_card,PI,38.1,79.0
3,credit_card,SP,14.31,80.0
1,credit_card,SP,9.57,107.9
1,credit_card,SP,11.15,56.9
2,credit_card,RS,15.11,49.9
5,credit_card,SP,23.42,260.0
1,credit_card,SP,15.31,79.99
1,credit_card,SP,7.87,15.9
3,credit_card,SC,14.1,24.99
5,credit_card,PB,51.1,86.0
1,credit_card,SP,17.22,68.9
2,credit_card,PA,26.89,48.9
1,credit_card,ES,34.57,67.91
1,boleto,SP,8.72,49.0
1,credit_card,RJ,14.52,34.9
1,credit_card,RS,15.31,80.0
4,credit_card,SP,15.79,32.9
6,credit_card,SP,15.31,80.0
2,credit_card,SP,13.08,46.98
1,credit_card,SP,8.88,42.9
1,voucher,SP,8.88,42.9
4,credit_card,MG,15.23,24.99
2,credit_card,MS,17.05,69.0
8,credit_card,SP,23.11,29.98
8,credit_card,SP,23.11,29.98
3,credit_card,SP,7.78,28.99
3,credit_card,SP,8.88,59.99
7,credit_card,RJ,18.52,59.99
10,credit_card,RJ,21.6,189.9
7,credit_card,PR,23.19,55.0
1,boleto,SP,21.47,119.0
3,credit_card,MS,15.15,56.99
1,credit_card,MS,19.75,79.9
1,credit_card,RJ,14.1,13.99
1,credit_card,SP,41.3,117.8
1,voucher,SP,11.85,104.0
1,voucher,SP,14.15,107.0
4,credit_card,RJ,18.31,29.99
1,boleto,MG,26.25,89.99
1,credit_card,PE,25.63,10.99
1,credit_card,SP,24.05,109.9
1,boleto,SP,17.16,130.0
1,credit_card,SP,15.14,55.9
2,credit_card,RJ,19.99,99.9
2,credit_card,DF,18.59,9.0
10,credit_card,BA,66.94,609.0
1,credit_card,MG,15.1,13.65
1,boleto,RJ,17.06,88.0
1,boleto,RJ,17.06,88.0
1,credit_card,MG,18.23,34.99
5,credit_card,RS,23.28,99.9
10,credit_card,SP,17.31,239.99
8,credit_card,SP,14.53,299.0
1,credit_card,SP,7.51,35.0
1,credit_card,SP,7.78,11.55
1,boleto,PR,20.85,109.9
4,credit_card,SP,15.8,99.9
4,credit_card,SP,12.01,89.18
1,credit_card,SP,56.61,39.8
8,credit_card,MS,18.42,46.0
8,credit_card,MS,18.42,46.0
8,credit_card,MS,18.42,46.0
8,credit_card,MS,18.42,46.0
8,credit_card,MS,18.42,46.0
1,credit_card,MG,18.03,65.9
1,boleto,RJ,18.54,180.0
7,credit_card,SP,15.56,115.0
2,credit_card,SP,13.15,102.0
3,credit_card,PR,18.23,18.9
1,credit_card,MG,18.65,109.9
6,credit_card,PR,18.23,44.99
10,credit_card,SP,12.41,130.5
4,credit_card,BA,17.98,219.99
1,boleto,ES,19.53,99.9
4,credit_card,RJ,23.33,75.9
1,credit_card,RS,18.23,22.99
1,boleto,PR,14.1,29.99
5,credit_card,SP,12.25,149.99
7,credit_card,SP,25.04,103.97
1,credit_card,MG,16.32,79.9
2,credit_card,SP,8.29,39.9
1,credit_card,SP,12.83,55.0
10,credit_card,RJ,34.33,112.99
1,credit_card,SP,10.45,233.0
4,credit_card,PR,9.91,99.9
6,credit_card,RS,18.62,552.8
5,credit_card,GO,15.23,39.99
1,boleto,RJ,14.55,114.9
1,credit_card,SP,22.85,40.0
5,credit_card,PR,22.16,239.0
1,boleto,SP,13.06,69.0
1,credit_card,SC,25.61,109.9
2,credit_card,RS,18.23,29.99
2,credit_card,SP,18.69,115.0
1,boleto,SP,13.83,34.99
4,credit_card,SP,7.78,34.99
1,credit_card,PR,21.3,115.0
1,voucher,PR,21.3,115.0
8,credit_card,PR,18.3,149.99
1,credit_card,SP,16.44,129.9
1,credit_card,SP,16.44,129.9
1,credit_card,SP,12.48,18.9
4,credit_card,SP,19.19,127.26
4,credit_card,RS,18.51,89.49
1,credit_card,PR,15.61,122.99
8,credit_card,MG,18.23,159.9
8,credit_card,MG,26.26,259.9
1,credit_card,MG,17.8,79.0
2,credit_card,PR,23.32,106.0
1,credit_card,ES,17.92,45.9
10,credit_card,PE,21.31,129.99
1,boleto,SP,10.04,325.0
1,credit_card,GO,18.05,67.0
2,credit_card,SP,14.14,54.9
1,credit_card,MG,14.1,32.0
1,boleto,SP,13.75,89.9
3,credit_card,PR,17.6,22.0
4,credit_card,MG,15.1,27.99
1,boleto,DF,16.64,269.45
4,credit_card,RS,34.57,195.0
4,credit_card,RS,34.57,195.0
2,credit_card,SP,15.1,39.9
4,credit_card,SP,13.64,185.99
1,credit_card,SP,7.78,16.0
1,boleto,PR,36.49,204.0
3,credit_card,SP,7.78,25.99
6,credit_card,PR,17.92,43.9
6,credit_card,RJ,15.11,45.9
2,credit_card,GO,16.81,150.0
2,credit_card,RJ,15.1,29.49
1,voucher,MG,19.9,101.0
1,boleto,MT,17.83,199.0
1,credit_card,SP,16.95,409.99
5,credit_card,SP,11.09,475.0
1,boleto,ES,17.95,99.99
1,credit_card,MG,15.21,19.9
1,credit_card,MG,19.59,35.99
3,credit_card,RS,27.13,149.9
3,credit_card,SP,13.73,198.99
5,credit_card,RJ,9.27,105.0
2,credit_card,SP,18.73,89.88
2,credit_card,SP,18.73,89.88
1,credit_card,SP,7.78,34.9
5,credit_card,SC,50.99,99.99
1,credit_card,RS,15.1,21.9
1,credit_card,RJ,14.1,5.99
1,voucher,RJ,14.1,5.99
2,credit_card,RJ,15.14,56.0
2,credit_card,MG,15.11,13.99
2,credit_card,RS,15.17,59.99
1,boleto,MG,19.66,59.9
3,credit_card,RS,50.63,163.9
1,credit_card,RJ,18.23,33.9
3,credit_card,SP,11.85,22.9
3,credit_card,SP,11.85,48.9
10,credit_card,SP,13.83,199.0
1,credit_card,SP,9.74,59.99
2,credit_card,PI,44.61,99.0
8,credit_card,SP,17.01,3999.9
1,boleto,DF,16.36,85.9
5,credit_card,MG,15.1,43.9
1,boleto,SP,16.29,94.99
6,credit_card,SP,50.55,289.0
10,credit_card,AL,47.47,134.9
1,boleto,SP,13.11,79.99
10,credit_card,DF,15.11,12.99
10,credit_card,DF,15.11,12.99
10,credit_card,DF,15.11,12.99
10,credit_card,DF,15.11,12.99
1,boleto,MG,7.71,40.0
2,credit_card,SP,13.75,120.0
1,boleto,SP,21.49,373.0
1,credit_card,SP,11.81,59.9
1,boleto,SP,42.07,1849.0
3,credit_card,SC,18.64,77.0
1,credit_card,MG,15.79,45.9
1,credit_card,PR,16.37,25.99
1,credit_card,SP,11.9,56.99
1,credit_card,RS,15.23,24.9
1,credit_card,SP,12.69,39.0
1,credit_card,MG,23.07,69.8
1,credit_card,PR,11.85,19.9
4,credit_card,SP,17.59,269.0
3,credit_card,BA,17.92,39.0
1,boleto,GO,18.34,129.99
3,credit_card,GO,17.94,99.0
1,credit_card,DF,15.23,39.99
1,boleto,MT,19.66,59.9
2,credit_card,SP,12.48,16.5
1,boleto,RS,16.76,72.99
1,boleto,SP,7.68,59.99
1,boleto,SP,11.85,30.5
1,credit_card,MG,15.23,49.0
4,credit_card,RJ,19.75,79.9
1,boleto,SP,15.1,39.9
5,credit_card,RJ,15.15,56.99
1,boleto,RJ,15.1,25.0
1,boleto,SP,37.56,210.0
1,boleto,SP,37.56,210.0
1,credit_card,SP,14.67,51.9
10,credit_card,SP,10.57,339.0
4,credit_card,MG,19.82,90.0
1,debit_card,BA,14.32,120.0
1,boleto,SP,15.56,115.0
1,boleto,SP,14.66,69.99
3,credit_card,SP,18.91,449.9
5,credit_card,TO,33.99,219.99
1,boleto,SC,13.5,38.25
2,credit_card,MG,34.31,109.9
1,boleto,MG,18.23,21.99
1,boleto,MG,18.23,21.99
3,credit_card,DF,15.94,169.9
2,credit_card,MA,21.19,55.0
3,credit_card,PR,36.25,129.0
4,credit_card,BA,30.3,179.99
1,credit_card,RJ,22.93,39.0
8,credit_card,SP,20.04,689.89
10,credit_card,MG,36.52,170.8
1,credit_card,SP,7.39,15.99
1,boleto,MG,18.23,16.9
1,boleto,SP,14.65,47.99
3,credit_card,SP,10.29,299.99
8,credit_card,AC,51.7,1200.0
1,credit_card,SC,19.51,45.97
2,credit_card,RS,19.13,179.0
1,credit_card,MG,15.15,56.99
6,credit_card,SP,22.44,420.07
4,credit_card,BA,19.14,64.99
8,credit_card,MG,15.7,69.9
8,credit_card,SE,31.62,299.0
2,credit_card,SC,15.1,39.0
2,credit_card,SC,15.1,39.0
3,credit_card,MG,16.79,18.9
1,boleto,RS,18.37,39.0
3,credit_card,MA,35.05,179.0
10,credit_card,SP,15.99,240.0
1,credit_card,DF,30.05,34.99
2,credit_card,PR,19.32,34.5
3,credit_card,RJ,17.1,55.0
1,credit_card,SP,7.81,79.99
1,credit_card,CE,25.73,65.0
2,credit_card,DF,21.1,99.9
3,credit_card,SP,12.79,11.99
3,credit_card,SP,12.79,11.99
3,credit_card,SP,13.08,29.5
1,boleto,SP,11.85,18.0
10,credit_card,SP,119.99,299.95
10,credit_card,SP,119.99,299.95
10,credit_card,SP,30.17,549.9
4,credit_card,PB,44.83,129.9
1,voucher,SP,10.96,40.0
1,boleto,BA,16.79,8.09
4,credit_card,SP,13.41,49.95
4,credit_card,SP,13.41,33.99
1,boleto,SP,15.1,45.0
2,credit_card,SP,21.52,255.0
1,debit_card,SP,12.84,24.99
1,credit_card,PA,17.63,25.99
3,credit_card,SP,27.56,69.0
6,credit_card,BA,22.21,39.45
1,boleto,SP,11.85,39.5
2,credit_card,RJ,16.6,50.0
1,credit_card,SC,18.3,27.9
